Австралийская река.|Ногоа
Выдающийся итальянский певец, мастер бельканто.|Карузо
Выдающийся итальянский певец-тенор.|Скипа
Выдающийся русский микробиолог и эпидемиолог.|Гамалея
Выдающийся русский советский ученый-невролог, основатель научной школы.|Бехтерев
Выдающийся русский ученый, основоположник металловедения и теории термической обработки стали.|Шорин
Выдающийся русский ученый-агроном.|Стебут
Выдающийся скрипач современности, лауреат Ленинской премии.|Коган
Выдающийся советский географ, антрополог, этнограф и археолог.|Анучин
Выдающийся советский исследователь физической природы комет.|Орлов
Выдающийся советский физиолог биолог, ботаник.|Орбели
Выдающийся современный композитор, наш соотечественник.|Шнитке
Выдающийся терапевт, академик, Герой Социалистического Труда.|Чазов
Вьетнамский космонавт.|Туан
Гаитянский писатель.|Алексис
Гаитянский поэт.|Бриер
Гватемальская общественная деятельница. Нобелевская премия мира (1992).|Менчу
Гватемальский писатель, лауреат Нобелевсой премии по литературе.|Астуриас
Гватемальский писатель. Нобелевская премия (1967).|Астуриас
Генерал армии (1941), Герой Советского Союза (1937); репрессирован; реабилитирован посмертно.|Павлов
Генерал армии (1944), Герой Советского Союза (1945).|Петров
Генерал армии (1962), дважды Герой Советского Союза (1944, 1945).|Плиев
Генерал армии (1976), Герой Советского Союза (1945).|Третьяк
Генерал армии (1980), Герой Советского Союза (1983).|Зайцев
Генерал армии (1982), Герой Советского Союза (1982).|Максимов
Генерал, герой обороны Севастополя 1854 г.|Хрулев
Генерал, герой Отечественной войны 1812 г.|Дохтуров
Генерал, герой Отечественной войны 1812 г.|Тучков
Генерал, герой русско-турецкой войны 1877-78 гг.|Скобелев
Генерал, Герой Советского Союза, командир кавалерийского корпуса, погиб в декабре 1941 года.|Доватор
Генерал-лейтенант, отличившийся в сражениях под Фокшанами и Рымников в русско-турецкой войне 1787-91 гг.|Дорохов
Генерал-майор (1940), Герой Советского Союза (1942, посмертно).|Панфилов
Генерал-майор (1941), Герой Советского Союза (1941, посмертно).|Доватор
Генерал-майор (1943), дважды Герой Советского Союза (1943).|Фесин
Генерал-майор авиации (1957), дважды Герой Советского Союза (1943, 1944).|Речкалов
Генерал-полковник (1943), Герой Советского Союза (1943).|Шумилов
Генерал-полковник (1943), Герой Советского Союза (1945).|Гордов
Генерал-полковник (1945), Герой Советского Союза (1945).|Берзарин
Генерал-полковник (1989), Герой Советского Союза (1989).|Громов
Генерал-полковник авиации (1944), дважды Герой Советского Союза (1939, 1945).|Хрюкин
Генерал-полковник авиации (1976), дважды Герой Советского Союза (1944, 1945).|Одинцов
Генерал-полковник танковых войск (1944), Герой Советского Союза (1943).|Родин
Генерал-фельдмаршал, герой войны 1877-1878 гг.|Гурко
Генеральный прокурор, глава министерства юстиции в США.|Атторней
Генеральный секретарь Совета церквей ЮАР. Нобелевская премия мира (1984).|Туту
Генеральный секретарь ЦК КП Венгрии.|Ракоши
Географ и геолог, академик.|Обручев
Германский писатель и церковный деятель.|Авит
Герои Советского Союза (1943, посмертно); погибли при подрыве железнодорожного эшелона противника.|Игнатовы
Герой ВОВ, генерал армии, начальник оперативного управления Генштаба.|Штеменко
Герой ВОВ, герой итальянского сопротивления.|Полетаев
Герой ВОВ, герой французского сопротивления.|Порик
Герой ВОВ, командарм.|Батов
Герой ВОВ, командарм.|Ротмистров
Герой ВОВ, командарм.|Рыбалко
Герой ВОВ, командир батареи "Катюш".|Флеров
Герой ВОВ, моряк.|Исаков
Герой ВОВ, моряк.|Леонов
Герой ВОВ, партизан.|Корж
Герой ВОВ, партизан.|Руднев
Герой ВОВ, партизан.|Федоров
Герой ВОВ, партизанка по имени Лиза.|Чайкина
Герой ВОВ, подпольщик-молодогвардеец по имени Олег.|Кошевой
Герой ВОВ, подпольщица, молодогвардеец.|Громова
Герой ВОВ, подпольщица.|Соснина
Герой ВОВ, политрук, панфиловец.|Клочков
Герой ВОВ, разведчик по имени Константин.|Заслонов
Герой ВОВ, рядовой по имени Александр.|Матросов
Герой ВОВ, сержант, участник Сталинградской битвы.|Павлов
Герой ВОВ, штабист.|Антонов
Герой ВОВ, юный партизан по имени Володя.|Дубинин
Герой ВОВ, юный партизан.|Котик
Герой войны 1812 г.|Анкудинов
Герой войны 1812 г.|Ермолов
Герой войны 1812 г.|Кожина
Герой войны 1812 г.|Кульнев
Герой войны 1812 г.|Курин
Герой войны 1812 г.|Кутайсов
Герой войны 1812 г.|Платов
Герой войны 1812 г.|Потапов
Герой войны 1812 г.|Стулов
Герой войны 1812 г.|Тучков
Герой войны 1812 г.|Уваров
Герой войны 1812 года, партизан (1787-1813).|Фигнер
Герой Гражданской войны, кавалерия.|Думенко
Герой Гражданской войны, прототип героя романа А. Серафимовича "Железный поток".|Ковтюх
Герой Гражданской войны, репрессированный в 1937 году.|Якир
Герой Гражданской войны.|Азин
Герой Гражданской войны.|Дундич
Герой Гражданской войны.|Жлоба
Герой Гражданской войны.|Киквидзе
Герой Гражданской войны.|Ковтюх
Герой Гражданской войны.|Лазо
Герой Гражданской войны.|Федько
Герой Гражданской войны.|Фрунзе
Герой Гражданской войны.|Щорс
Герой Гражданской войны; фильм Довженко.|Щорс
Герой обороны Севастополя 1854 г.|Жерве
Герой обороны Севастополя 1854 г.|Фарасюк
Герой обороны Севастополя 1854 г.|Шекспир
Герой обороны Севастополя.|Белкин
Герой обороны Севастополя.|Заика
Герой Отечественной войны 1812 г, партизан и поэт.|Давыдов
Герой Отечественной войны 1812 г.|Фигнер
Герой Отечественной войны 1812 генерал, кавалерист, участник Бородин. сражения.|Уваров
Герой романа Джека Лондона.|Иден
Герой романа Ф. Гладкова.|Чумалов
Герой Советского Союза (1936), генерал-лейтенант авиации (1940). Репрессирован; реабилитирован посмертно.|Рычагов
Герой Советского Союза (1938, посмертно), лейтенант, пограничник.|Махалин
Герой Советского Союза (1943), полковник (1958).|Ковзан
Герой Советского Союза (1943, посмертно), майор (1942).|Куников
Герой Советского Союза (1943, посмертно), рядовой, закрыл телом амбразуру пулеметного дзота гитлеровцев, препятствовавшего продвижению подразделения.|Матросов
Герой Советского Союза (1944), генерал-майор (1943). В 1941-43 секретарь Гомельского подпольного обкома КП(б) Белоруссии, командир партизанского соединения.|Кожар
Герой Советского Союза (1945), полный кавалер ордена Славы (1944, 1944, 1945), гвардии старшина.|Дубинда
Герой Советского Союза (1945), полный кавалер ордена Славы (1944, 1945, 1945), старший сержант.|Алешин
Герой Советского Союза (1945), полный кавалер ордена Славы (1944, 1945, 1980 - представлен в 1945), старший сержант.|Кузнецов
Герой Советского Союза (1945), старший лейтенант. Во время Сталинградской битвы командир разведывательной группы, которая в сентябре 1942 заняла и удерживала т.н. Дом Павлова в центре Сталинграда.|Павлов
Герой Советского Союза (1957), майор (1945). После тяжелого ранения ему были ампутированы ноги.|Белоусов
Герой Советского Союза (1957, посмертно), лейтенант (1939), пограничник.|Лопатин
Герой Советского Союза, командовавший Онежской военной флотилией.|Антонов
Гимнаст.|Андрианов
Главный маршал артиллерии (1959), Герой Советского Союза (1945).|Неделин
Главный режиссёр Московского театра Ленком.|Захаров
Главный режиссёр Московского театра сатиры.|Плучек
Главный тренер Алании.|Тедеев
Главный тренер Динамо Москва.|Прокопенко
Главный тренер Зенит.|Морозов
Главный тренер Крылья Советов.|Тарханов
Главный тренер Локомотива.|Сёмин
Главный тренер Ростсельмаш.|Байдачный
Главный тренер Сатурна.|Шевчук
Главный тренер Спартака.|Романцев
Главный тренер Торпедо-Зил.|Никонов
Главный тренер Торпедо.|Шевченко
Главный тренер ЦСКА.|Газзаев
Голландские архитектор и скульптор 16 века; художник и гравер (братья).|Флорис
Голландский архитектор; историческая область в Индии.|Ауд
Голландский живописец 15-16 вв.|Босх
Голландский живописец 16-17 вв.|Клас
Голландский живописец 17 в.|Аверкамп
Голландский живописец 17 в.|Тербох
Голландский живописец 17 века.|Нер
Голландский живописец XVII в.|Нер
Голландский живописец XXVII в, изображавший сцены пирушек и драк.|Остаде
Голландский живописец ХIV в.|Хеда
Голландский картограф.|Блау
Голландский композитор.|Депре
Голландский композитор.|Доппер
Голландский композитор.|Изак
Голландский композитор.|Обрехт
Голландский король 19 века.|Виллем
Голландский математик.|Брауэр
Голландский математик.|Жирар
Голландский мореплаватель.|Лемер
Голландский мореплаватель.|Тасман
Голландский мыслитель.|Акоста
Голландский проветитель, художник.|Скорел
Голландский путешественник.|Стрейс
Голландский режиссёр, кинодокументалист.|Ивенс
Голландский старинный матросский танец.|Матлот
Голландский физик и физикохимик. Нобелевская премия 1936 г.|Дебай
Голландский физик.|Дебай
Голландский философ, мыслитель-вольнодумец.|Акоста
Голландский философ.|Хейзинга
Голландский химик (1882-1959).|Кройт
Голландский художник ("У сводни").|Вермер
Голландский художник и офортист.|Берхем
Голландский художник, Баутс.|Боутс
Голландский художник, больше всего любивший завтраки.|Хеда
Голландский художник, Боутс.|Баутс
Голландский художник.|Артсен
Голландский художник.|Трост
Голландский художник.|Халс
Голландский шахматист, международный гроссмейстер.|Тимман
Голландский шахматный гроссмейстер.|Тимман
Голливудская звезда.|Аллей
Голливудская звезда.|Стрип
Голливудский архитектор.|Ауд
Гонконгский кинорежиссёр ("Крутые", "Убийца").|Ву
Гонконгский кинорежиссёр ("Крутые", "Убийца"); американский физик-ядерщик.|Ву
Государственный деятель Израиля.|Даян
Государственный деятель Индии.|Ганди
Государственный партийный деятель.|Акулов
Государственный партийный деятель.|Мясников
Государственный политический деятель, Герой Советского Союза (1964).|Хрущев
Государственный секретарь США в 1925-29. Нобелевская премия мира (1929).|Келлог
График (художник), сотрудничавший в газете "Правда".|Ганф
График, народный художник СССР.|Горяев
График, народный художник СССР.|Кибрик
Греческий актёр и режиссёр.|Минотис
Греческий законодатель.|Солон
Греческий лирик из Теоса, живший в 6 веке до н.э.|Анакреонт
Греческий нападающий Удинезе.|Налитцис
Греческий нападающий Фиорентины.|Вакуфтсис
Греческий писатель, лауреат Нобелевской премии по литературе.|Элитис
Греческий политик и оратор.|Демосфен
Греческий полководец.|Лисандр
Греческий поп-певец.|Руссос
Греческий поэт, автор поэмы "Греция".|Рицос
Греческий поэт. Нобелевская премия (1979).|Элитис
Греческий судостроитель и судовладелец, миллиардер.|Онасис
Греческий химик-органик (1902-1980).|Зервас
Гроссмейстер по шахматам (Англия).|Александер
Гроссмейстер по шахматам (США).|Бенко
Гроссмейстер по шахматам (США).|Бирн
Гроссмейстер по шахматам (США).|Денкер
Гроссмейстер по шахматам (Югославия).|Видмар
Гроссмейстер по шахматам.|Геллер
Гроссмейстер по шахматам.|Земиш
Гроссмейстер по шахматам.|Иванчук
Грузинская актриса театра и кино.|Анджапаридзе
Грузинская актриса театра и кино; советский певец (лир.-драм. тенор).|Анджапаридзе
Грузинский архитектор 10-11 вв.|Арсакидзе
Грузинский архитектор.|Тодос
Грузинский живописец и график.|Беридзе
Грузинский историк, археограф, археолог.|Бакрадзе
Грузинский композитор, Аракчиев.|Аракишвили
Грузинский писатель.|Амирэджиби
Грузинский писатель.|Мдивани
Грузинский писатель.|Росчерк
Грузинский писатель; советский спортсмен-борец.|Абашидзе
Грузинский политический деятель и полководец XVI-XVII вв.|Саакадзе
Грузинский поэт 12 века.|Руставели
Грузинский поэт, общественный деятель.|Леонидзе
Грузинский поэт.|Абашели
Грузинский поэт.|Абашидзе
Грузинский поэт.|Бесики
Грузинский художник-примитивист.|Пиросмани
Губернатор из мамлюкской колоды.|Наиб
Губернатор из мамлюкской колоды; старинное название карточной игры.|Наиб
Гусарский генерал, выдающийся герой Отечественной войны 1812 года.|Кульнев
Дагестанский писатель.|Капиев
Дагестанский поэт.|Гамзатов
Дагестанский поэт.|Цадаса
Датский архитектор 20 в.|Якобсен
Датский астроном.|Браге
Датский биохимик, открыл витамин K, лауреат Нобелевской премии 1943 года.|Дам
Датский биохимик. Нобелевская премия (1943).|Дам
Датский драматург XX века.|Мунк
Датский драматург.|Абелль
Датский иммунолог. Нобелевская премия (1984).|Ерне
Датский музыковед и композитор.|Еппесен
Датский писатель (1893-1974).|Беккер
Датский писатель и политический деятель. Нобелевская премия мира (1908, совместно с К. арнольдсоном).|Байер
Датский писатель.|Банг
Датский писатель.|Кирк
Датский полузащитник Удинезе.|Гаарде
Датский термохимик, один из основателей термохимии.|Томсен
Датский ученый, лауреат Нобелевской премии по физиологии и медицине.|Дам
Датский ученый, лауреат Нобелевской премии по физиологии и медицине.|Крог
Датский физик, один из создателей современной физики. Нобелевская премия (1922).|Бор
Датский физик. Сын Н. Бора. Нобелевская премия (1975, совместно с Б. Моттельсоном и Дж. Рейнуотером).|Бор
Датский физик.|Бор
Датский физик.|Эрстед
Датский физикохимик.|Бренстед
Датский физиолог. Нобелевская премия (1920).|Крог
Датский физиотерапевт. Нобелевская премия (1903).|Финзен
Датский химик-органик (1789-1847).|Цейзе
Датский художник.|Бидструп
Дважды Герой Советского Союза (1940, 1944), генерал-майор авиации (1958).|Раков
Дважды Герой Советского Союза (1940, 1945), генерал-майор авиации (1957).|Федоров
Дважды Герой Советского Союза (1942, 1943), майор (1942).|Голубев
Дважды Герой Советского Союза (1942, 1943), майор (1943).|Бондаренко
Дважды Герой Советского Союза (1942, 1944), генерал-лейтенант авиации (1967).|Таран
Дважды Герой Советского Союза (1942, 1944), майор (1944).|Осипов
Дважды Герой Советского Союза (1942, 1945, посмертно), генерал-майор авиации (1943).|Полбин
Дважды Герой Советского Союза (1942, 1991, посмертно), генерал-майор танковых войск (1944).|Асланов
Дважды Герой Советского Союза (1942; 1991, посмертно), генерал-майор танковых войск (1944).|Асланов
Дважды Герой Советского Союза (1943), генерал- майор авиации.|Алелюхин
Дважды Герой Советского Союза (1943), генерал-майор авиации (1955).|Покрышев
Дважды Герой Советского Союза (1943), полковник (1951).|Глинка
Дважды Герой Советского Союза (1943), полковник (1960).|Ефремов
Дважды Герой Советского Союза (1943, 1944), генерал-полковник авиации (1972).|Гулаев
Дважды Герой Советского Союза (1943, 1944), капитан (1943).|Карпов
Дважды Герой Советского Союза (1943, 1944), капитан (1944).|Камозин
Дважды Герой Советского Союза (1943, 1945), генерал-лейтенант авиации (1943).|Рязанов
Дважды Герой Советского Союза (1943, 1945), генерал-лейтенант авиации (1968).|Попков
Дважды Герой Советского Союза (1943, 1945), генерал-майор авиации (1970).|Рязанов
Дважды Герой Советского Союза (1943, 1945), полковник (1957).|Сенько
Дважды Герой Советского Союза (1944), генерал- лейтенант (1975).|Шилин
Дважды Герой Советского Союза (1944), контр-адмирал (1969).|Шабалин
Дважды Герой Советского Союза (1944), полковник (1944).|Шутов
Дважды Герой Советского Союза (1944, 1945), генерал-лейтенант авиации (1972), заслуженный военный летчик СССР (1971).|Беда
Дважды Герой Советского Союза (1944, 1945), генерал-майор авиации.|Андрианов
Дважды Герой Советского Союза (1944, 1945), генерал-майор-инженер (1975).|Сивков
Дважды Герой Советского Союза (1944, 1945), майор (1944).|Паршин
Дважды Герой Советского Союза (1944, 1945), майор (1948). Погиб в авиационной катастрофе.|Павлов
Дважды Герой Советского Союза (1944, 1945), полковник (1975).|столяров
Дважды Герой Советского Союза (1944, 1945, за форсирование рек Днепр и Одер), майор (1945).|Горюшкин
Дважды Герой Советского Союза (1944, 1945, посмертно), капитан (1944).|Клубов
Дважды Герой Советского Союза (1944, 1948), полковник (1960).|Кретов
Дважды Герой Советского Союза (1944, за героизм в боях в Заполярье; 1945, за боевые отличия при высадке морского десанта на восточное побережье Сев. Кореи).|Леонов
Дважды Герой Советского Союза (1944, за отличие при освобождении гг. Казатин, Черновцы и форсировании рр. Днестр и Прут), полковник (1944).|Бойко
Дважды Герой Советского Союза (1944, за отличие при разгроме никопольской группировки противника; 1945, за форсирование р. Висла), генерал-лейтенант (1944).|Глазунов
Дважды Герой Советского Союза (1945), генерал-майор авиации (1976).|Прохоров
Дважды Герой Советского Союза (1945), полковник (1953).|Мыхлик
Дважды Герой Советского Союза (1945), полковник (1956).|Гареев
Дважды Герой Советского Союза (1945, за отличия в боях южнее Варшавы, на р. Одер и при штурме Берлина), полковник.|Артеменко
Дважды Герой Советского Союза, генерал-лейтенант авиации.|Алексенко
Дважды Герой Советского Союза, генерал-лейтенант артиллерии (1977).|Петров
Дважды Герой Советского Союза, генерал-лейтенант танковых войск (1958).|Фомичев
Дважды Герой Советского Союза, контрадмирал.|Шабалин
Дважды Герой Советского Союза, один из создателей партизанского движения на Украине.|Ковпак
Двукратный рлимпийский чемпион по хоккею, в настоящее время тренер сборной команды хоккейных звезд России.|Зимин
Девичья фамилия Линды Маккартни.|Истмен
Декабрист, капитан в отставке.|якушкин
Декабрист, капитан-лейтенант, участник войны 1812 года.|Торсон
Декабрист, подпоручик (1802-1864).|Кривцов
Декабрист, поручик.|Басаргин
Декабрист, прапорщик.|Бечаснов
Декабрист, член Северного общества.|Арбузов
Декабрист.|Андреевич
Декабрист.|Лорер
Декабрист.|Пестель
Декабрист.|Сутгор
Декоратор "Русских сезонов" Сергея Дягилева.|Бакст
Деятель австралийского и международного коммическогого движения.|Шарки
Деятель армянского освободительного движения против иранского и турецкого ига, пытавшийся получить помощь от Петра Великого.|Ори
Деятель белорусской культуры.|БудныЙ
Деятель Великой Французской Революции, один из основателей якобинского клуба.|Сийес
Деятель Великой Французской Революции, якобинец.|Эбер
Деятель Великой Французской Революции.|Анрио
Деятель Великой Французской Революции.|Бриссо
Деятель Великой Французской Революции.|Варле
Деятель Великой Французской Революции.|Верньо
Деятель венесуэльского и международного коммунистического движения.|Мачадо
Деятель еврейской культуры средневековья (1135-1204).|Маймонид
Деятель индийского и международного коммунистического движения.|Рао
Деятель ирландского национального движения.|Батт
Деятель итальянского и международного коммунистического движения.|Грамши
Деятель итальянского и международного коммунистического движения.|Лонго
Деятель китайского и международного коммунистического движения.|Цюбо
Деятель марокканского и международного коммунистического движения.|Ята
Деятель международного рабочего движения.|Торез
Деятель немецкого и международного коммунистического движения.|Рейман
Деятель освободительного движения ЮАР.|Латули
Деятель революционного движения в России, дипломат.|Войков
Деятель революционного движения в России, матрос.|Маркин
Деятель российского революционного движения.|Бабушкин
Деятель сирийского революционного движения.|Багдаш
Деятель Украины, его именем названа скала в Украине.|Довбуш
Деятель французского и международного коммунистического движения.|Торез
Деятель французской революции, один из руководителей "Бешеных".|Ру
Деятель чехословацкого и международного коммунистического движения.|Шверма
Деятельница индийского национально-освободительного движения.|Безант
Джазовый пианист, композитор и дирижер.|Бриль
Диктор российского телевидения.|Ростов
Дирижер, народный артист СССР, организатор и руководитель оперно-симфонического оркестра Всесоюзного радио.|Самосуд
Дирижер, народный артист СССР.|Дударова
Дирижер, народный артист СССР.|Китаенко
Дирижер, руководитель группы "Рондо".|Иванов
Доктор технических наук, его именем назван микрорайон в Мытищах.|Шитиков
Долганская поэтесса.|Аксенова
Донской казак, астраханский атаман, соратник С. Разина.|Ус
Донской казак, предводитель восстания 1707 года.|Булавин
Донской казак, предводитель голытьбы в Булавинском восстании.|ГолыЙ
Донской казак, соратник С. Разина.|Ус
Дочь Мухаммеда, жена Али, мать Хасана и Хуссейна (605-633).|Фатима
Дочь П. Пикассо, главный дизайнер фирмы "Тиффани"в Нью-Йорке.|Паола
Дочь польского магната на портрете кисти Д. Левицкого.|Мнишек
Драматург ("Колея").|Арро
Драматург, "Анна".|Ганина
Драматург, автор "Старомодной комедии".|Арбузов
Драматург, автор пьес для детей.|Шварц
Драматург, поделившийся с Марком Захаровым "Обыкновенным чудом".|Шварц
Драматург, составитель "Летописи русского театра".|Арапов
Древнегреческая поэтесса с острова Лесбос.|Сапфо
Древнегреческий алхимик.|Зосима
Древнегреческий астроном (ок. 180 или 190-125 до н.э.); начальник конницы в Древней Греции.|Гиппарх
Древнегреческий астроном, географ.|Птоломей
Древнегреческий астроном, математик.|Менелай
Древнегреческий астроном.|Гиппарх
Древнегреческий баснописец.|Эзоп
Древнегреческий вазописец.|Дурис
Древнегреческий врач 6-5 в. до н.э.|Алкмеон
Древнегреческий декламатор.|Рапсод
Древнегреческий драматург, автор трагедии "Медея".|Еврипид
Древнегреческий историк, автор "Исторической библиотеки".|Диодор
Древнегреческий историк.|Тимей
Древнегреческий историк.|Фукидид
Древнегреческий математик астроном.|Евклид
Древнегреческий математик и астроном (1-2 вв.); в древнегреческой мифологии участник Троянской войны.|Менелай
Древнегреческий математик и астроном.|Евдокс
Древнегреческий математик, автор "Начала".|Евклид
Древнегреческий математик, астроном, автор "Начал".|Евклид
Древнегреческий математик-астроном.|Евклид
Древнегреческий математик.|Диофант
Древнегреческий мудрец.|Виас
Древнегреческий мудрец.|Периандр
Древнегреческий мудрец.|Хилон
Древнегреческий оратор.|Евбул
Древнегреческий оратор.|Эсхин
Древнегреческий певец.|Аэд
Древнегреческий писатель, поэт, оратор.|Гелиодор
Древнегреческий писатель-сатирик.|Лукиан
Древнегреческий писатель.|Арриан
Древнегреческий писатель.|Лонг
Древнегреческий полководец, политический противник Фемистокла.|Аристид
Древнегреческий полководец.|Аристид
Древнегреческий полководец.|Ификрат
Древнегреческий полководец.|Кимон
Древнегреческий полководец.|Павсаний
Древнегреческий полководец.|Перикл
Древнегреческий поэт ("Теогония").|Гесиод
Древнегреческий поэт и драматург, творчество которого сложилось в период кризиса афинской демократии.|Еврипид
Древнегреческий поэт, комедиограф (342-292 до н.э.).|Менандр
Древнегреческий поэт, комедиограф.|Менандр
Древнегреческий поэт, лирик.|Феогнид
Древнегреческий поэт-баснописец.|Бабрий
Древнегреческий поэт-драматург.|Еврипид
Древнегреческий поэт-драматург.|Софокл
Древнегреческий поэт-комедиограф.|Аристофан
Древнегреческий поэт-лирик, Анакреон.|Анакреонт
Древнегреческий поэт-лирик, Анакреонт.|Анакреон
Древнегреческий поэт-лирик.|Алкей
Древнегреческий поэт.|Арион
Древнегреческий поэт.|Архилох
Древнегреческий поэт.|Гесиод
Древнегреческий поэт.|Гомер
Древнегреческий поэт.|Гораций
Древнегреческий поэт.|Ивик
Древнегреческий поэт.|Каллимах
Древнегреческий поэт.|Пиндар
Древнегреческий поэт.|Тиртей
Древнегреческий поэт.|Феокрит
Древнегреческий правитель, тиран.|Агафокл
Древнегреческий сатирик.|Лукиан
Древнегреческий скульптор и архитектор.|Скопас
Древнегреческий скульптор первой половины V века до н.э.|Онат
Древнегреческий скульптор, автор бронзорвой статуи "Дорифор".|Поликтет
Древнегреческий скульптор, автор скульпт."Отдыхающий Гермес".|Лисипп
Древнегреческий скульптор, создатель "Аполлона Бельведерского".|Леохар
Древнегреческий скульптор, ученик Фидия.|Алкамен
Древнегреческий скульптор.|Агелад
Древнегреческий скульптор.|Деметрий
Древнегреческий скульптор.|Мирон
Древнегреческий скульптор.|Фидий
Древнегреческий учёный, философ.|АнфимИЙ
Древнегреческий учёный.|Архимед
Древнегреческий учёный.|Архит
Древнегреческий учёный.|Паппус
Древнегреческий философ и математик.|Анаксагор
Древнегреческий философ и математик.|Анаксимандр
Древнегреческий философ и математик.|Аристотель
Древнегреческий философ и математик.|Гераклит
Древнегреческий философ и математик.|Демокрит
Древнегреческий философ и математик.|Парменид
Древнегреческий философ и математик.|Пифагор
Древнегреческий философ, врач.|Эмпедокл
Древнегреческий философ, идеалист.|Плотин
Древнегреческий философ, писатель.|Плутарх
Древнегреческий философ, сатирик.|Менипп
Древнегреческий философ, учитель Демокрита.|Левкипп
Древнегреческий философ-материалист и атеист, просветитель древности.|Эпикур
Древнегреческий философ-материалист.|Левкипп
Древнегреческий философ-циник из Афин.|Антисфен
Древнегреческий философ.|Анаксагор
Древнегреческий философ.|Аристипп
Древнегреческий философ.|Диоген
Древнегреческий философ.|Зоил
Древнегреческий философ.|Кратил
Древнегреческий философ.|Ксенофан
Древнегреческий философ.|Парменид
Древнегреческий философ.|Пиррон
Древнегреческий философ.|Порфирий
Древнегреческий философ.|Прокл
Древнегреческий художник.|Апеллес
Древнеегипетский архитектор.|Аменхотеп
Древнеегипетский астроном, советник, врач и архитектор фараона Джосера.|Имхотеп
Древнеримский актёр, комик.|Росций
Древнеримский баснописец.|Федр
Древнеримский врач.|Асклепиад
Древнеримский врач.|Гален
Древнеримский врач.|Соран
Древнеримский драматург, поэт.|Невий
Древнеримский драматург.|Акций
Древнеримский драматург.|Энний
Древнеримский историк.|Аппиан
Древнеримский историк.|Ливий
Древнеримский комедиограф.|Плавт
Древнеримский оратор, писатель.|Плиний
Древнеримский оратор, поэт, писатель.|Теренций
Древнеримский оратор.|Клодий
Древнеримский писатель (ок. 125 - ок. 180 н.э.).|Апулей
Древнеримский писатель, историк.|Непот
Древнеримский писатель, оратор.|Катон
Древнеримский писатель, поэт.|Лукан
Древнеримский писатель, софист.|Апулей
Древнеримский писатель.|Персий
Древнеримский писатель.|Элиан
Древнеримский политический деятель, оратор, поэт, писатель, философ.|Сенека
Древнеримский полководец, консул.|Сулла
Древнеримский полководец.|Аппий
Древнеримский полководец.|Лукулл
